"0","0","29.33061166571424"
"0","1","16.08684831220726"
"0","2","9.79190417633867"
"0","3","24.099700898979215"
"0","4","13.253633629050075"
"1","0","333.5206850398659"
"1","1","27.895868820191005"
"1","2","10.060607358841875"
"1","3","16.751039188890946"
"1","4","160.920558025375"
"2","0","17.707411796484877"
"2","1","3.9983205591796156"
"2","2","3.7383325608034"
"2","3","21.55862136245216"
"2","4","31.991977457709385"
"3","0","1.9942636413486112"
"3","1","1.8301683465333929"
"3","2","1.3564675609002892"
"3","3","3.6384074615703725"
"3","4","8.015711671861016"
"4","0","37.74578832284626"
"4","1","25.476412014809757"
"4","2","18.841923026088246"
"4","3","19.457748191376538"
"4","4","10.443142581201084"
"5","0","4.1667551305111035"
"5","1","7.094241777746668"
"5","2","15.251872793234575"
"5","3","4.0565725235661585"
"5","4","2.327104922597944"
"6","0","1.1654046714790265"
"6","1","2.4581166960040624"
"6","2","4.466586061168056"
"6","3","1.129585608820851"
"6","4","1.3247652850157898"
