"0","0","2.302165074966814"
"0","1","1.539363793138419"
"0","2","1.4062920763353477"
"0","3","1.9967010261336506"
"0","4","1.3564003104681799"
"1","0","4.8292761373619175"
"1","1","1.9978363384934588"
"1","2","1.4669706630073645"
"1","3","4.23313485874935"
"1","4","2.1910980088374887"
"2","0","2.8978916493180398"
"2","1","1.4536143637915673"
"2","2","1.0740231059489664"
"2","3","6.241250628586415"
"2","4","6.401224581712625"
"3","0","1.7150018223901915"
"3","1","1.0"
"3","2","1.0449799545507819"
"3","3","5.845195082572983"
"3","4","33.887363317638886"
"4","0","2.139314330648593"
"4","1","5.611243288072726"
"4","2","1.7803500440241717"
"4","3","1.6187403008147072"
"4","4","1.5068328387504302"
"5","0","1.6563115711529155"
"5","1","3.5966491473907007"
"5","2","1.8068361832053899"
"5","3","1.2209498924700004"
"5","4","1.1035235164073198"
"6","0","1.3635656602172663"
"6","1","12.270442866259156"
"6","2","10.622822562760165"
"6","3","1.444927006301014"
"6","4","1.6941662937952713"
